candidate_count,confidence,confidence_reasons,generated_template_count,no_candidate_reason,no_candidate_reasons,risk,step
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,15
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,16
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,17
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,18
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,19
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,20
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,21
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,22
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,23
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,24
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,25
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,26
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,27
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,28
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,29
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,30
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,31
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,32
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,33
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,34
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,35
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,36
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,37
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,38
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,39
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,40
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,41
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,42
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,43
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,44
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,45
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,46
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,47
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,48
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,49
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,50
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,51
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,52
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,53
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,54
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,55
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,56
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,57
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,58
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,59
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,60
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,61
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,62
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,63
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,64
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,65
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,66
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,67
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,68
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,69
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,70
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,71
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,72
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold""]",True,73
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,74
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,75
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,76
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,77
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,78
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,79
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,80
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,81
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,82
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,83
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,84
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,85
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,86
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,87
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,88
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,89
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,90
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,91
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,92
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,93
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,94
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,95
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,96
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,97
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,98
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,99
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,100
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,101
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,102
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,103
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,104
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,105
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,106
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,107
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,108
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,109
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,110
0,0.05,"{""crash_warning_score"": 0.0, ""raw_confidence"": 0.05, ""solver_risk"": 0.0, ""vpd_risk"": 0.0}",0,confidence_below_candidate_threshold,"[""confidence_below_candidate_threshold"", ""risk_trigger_missing_or_low""]",False,111
